gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,direct_seed_payers,truncated_by_depth
100000007487729100,peripheral,0.200000,0,0.281224,"Observed 1 payers, 0 recipients, 25,000 KZT in; insufficient role evidence.",3,False,1,0,25000.000000,0.000000,1,0,0,False
100000007507343100,terminal,0.533605,58,0.462183,"Observed 370,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,370000.000000,0.000000,1,0,1,False
100000007510567100,peripheral,0.100000,18,0.144492,"Depth 4 boundary: 52,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,52000.000000,0.000000,1,0,0,True
100000007510875100,peripheral,0.200000,4,0.252813,"Observed 1 payers, 0 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,0,5000.000000,0.000000,1,0,0,False
100000007511163100,peripheral,0.200000,16,0.474788,"Observed 2 payers, 3 recipients, 63,666 KZT in; insufficient role evidence.",1,False,2,3,63666.000000,82052.000000,2,3,1,False
100000007511780100,peripheral,0.100000,0,0.176061,"Depth 4 boundary: 155,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,155000.000000,0.000000,2,0,0,True
100000007534354100,peripheral,0.200000,24,0.313517,"Observed 1 payers, 3 recipients, 50,000 KZT in; insufficient role evidence.",2,False,1,3,50000.000000,147810.000000,1,3,0,False
100000007536804100,peripheral,0.200000,1,0.397130,"Observed 1 payers, 2 recipients, 100,000 KZT in; insufficient role evidence.",1,False,1,2,100000.000000,55000.000000,1,2,1,False
100000007539296100,peripheral,0.100000,10,0.143193,"Depth 4 boundary: 46,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,46000.000000,0.000000,2,0,0,True
100000007544358100,transit,0.664729,16,0.582651,"Observed 322,500 KZT in, 350,000 KZT out, ratio 1.09; transit hypothesis, timing untested.",1,False,2,1,322500.000000,350000.000000,2,3,1,False
100000007591246100,peripheral,0.200000,12,0.377291,"Observed 1 payers, 1 recipients, 12,190 KZT in; insufficient role evidence.",3,False,1,1,12190.000000,120000.000000,1,1,0,False
100000007593823100,distributor,0.680000,0,0.494556,"Observed 13 recipients vs 3 payers; 162,900 KZT sent; distribution hypothesis.",3,False,3,13,25000.000000,162900.000000,3,21,0,False
100000007594394100,peripheral,0.200000,43,0.422397,"Observed 6 payers, 1 recipients, 395,385 KZT in; insufficient role evidence.",2,False,6,1,395385.000000,3376312.000000,6,40,0,False
100000007597382100,peripheral,0.200000,10,0.239678,"Observed 1 payers, 0 recipients, 15,700 KZT in; insufficient role evidence.",3,False,1,0,15700.000000,0.000000,1,0,0,False
100000007617808100,terminal,0.537018,16,0.466321,"Observed 450,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,450000.000000,0.000000,1,0,0,False
100000007618425100,peripheral,0.200000,28,0.255898,"Observed 1 payers, 0 recipients, 39,348 KZT in; insufficient role evidence.",3,False,1,0,39348.000000,0.000000,1,0,0,False
100000007629096100,peripheral,0.200000,0,0.395598,"Observed 4 payers, 1 recipients, 1,075,170 KZT in; insufficient role evidence.",2,False,4,1,1075170.000000,765205.000000,5,5,0,False
100000007629121100,peripheral,0.200000,2,0.350510,"Observed 1 payers, 0 recipients, 29,000 KZT in; insufficient role evidence.",2,False,1,0,29000.000000,0.000000,1,0,0,False
100000007631637100,peripheral,0.200000,22,0.339269,"Observed 1 payers, 0 recipients, 15,341 KZT in; insufficient role evidence.",1,False,1,0,15341.000000,0.000000,1,0,1,False
100000007639767100,distributor,0.650000,0,0.573006,"Observed 10 recipients vs 4 payers; 822,244 KZT sent; distribution hypothesis.",1,False,4,10,90913.000000,822244.000000,4,13,1,False
100000007641183100,peripheral,0.200000,16,0.416558,"Observed 1 payers, 0 recipients, 28,000 KZT in; insufficient role evidence.",1,False,1,0,28000.000000,0.000000,1,0,1,False
100000007641801100,terminal,0.523856,1,0.449372,"Observed 200,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,1,0,200000.000000,0.000000,1,0,1,False
100000007647294100,terminal,0.534287,38,0.363021,"Observed 385,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,385000.000000,0.000000,1,0,0,False
100000007648946100,peripheral,0.200000,12,0.424756,"Observed 1 payers, 1 recipients, 19,550 KZT in; insufficient role evidence.",1,False,1,1,19550.000000,25000.000000,1,1,1,False
100000007653003100,terminal,0.515051,28,0.335374,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,100000.000000,0.000000,1,0,0,False
100000007653094100,peripheral,0.100000,12,0.192007,"Depth 4 boundary: 16,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,16000.000000,0.000000,1,0,0,True
100000007689942100,peripheral,0.200000,43,0.301471,"Observed 1 payers, 2 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,2,5000.000000,25000.000000,1,2,0,False
100000007731977100,peripheral,0.100000,0,0.164076,"Depth 4 boundary: 50,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,50000.000000,0.000000,1,0,0,True
100000007737775100,peripheral,0.200000,53,0.222698,"Observed 1 payers, 0 recipients, 6,000 KZT in; insufficient role evidence.",3,False,1,0,6000.000000,0.000000,1,0,0,False
100000007745062100,peripheral,0.100000,7,0.171418,"Depth 4 boundary: 100,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,100000.000000,0.000000,1,0,0,True
100000007747786100,distributor,0.860000,1,0.310142,"Observed 31 recipients, 4,238,009 KZT sent; distribution hypothesis. Seed inflows incomplete.",0,True,0,31,0.000000,4238009.400000,0,35,0,False
100000007749092100,peripheral,0.200000,16,0.367983,"Observed 1 payers, 1 recipients, 7,650 KZT in; insufficient role evidence.",2,False,1,1,7650.000000,70375.000000,1,5,0,False
100000007749747100,peripheral,0.100000,4,0.164076,"Depth 4 boundary: 50,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,50000.000000,0.000000,1,0,0,True
100000007754369100,peripheral,0.200000,0,0.302285,"Observed 1 payers, 0 recipients, 82,424 KZT in; insufficient role evidence.",3,False,1,0,82424.000000,0.000000,1,0,0,False
100000007777377100,peripheral,0.200000,16,0.416574,"Observed 1 payers, 2 recipients, 456,290 KZT in; insufficient role evidence.",2,False,1,2,456290.000000,10000.000000,7,2,0,False
100000007793871100,peripheral,0.200000,11,0.281916,"Observed 1 payers, 0 recipients, 26,000 KZT in; insufficient role evidence.",3,False,1,0,26000.000000,0.000000,3,0,0,False
100000007797290100,peripheral,0.200000,0,0.308916,"Observed 1 payers, 1 recipients, 100,000 KZT in; insufficient role evidence.",2,False,1,1,100000.000000,20000.000000,1,1,0,False
100000007811950100,peripheral,0.100000,13,0.144076,"Depth 4 boundary: 50,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,50000.000000,0.000000,1,0,0,True
100000007841978100,peripheral,0.100000,10,0.167327,"Depth 4 boundary: 449,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,449000.000000,0.000000,1,0,0,True
100000007861311100,peripheral,0.200000,1,0.291600,"Observed 1 payers, 0 recipients, 45,000 KZT in; insufficient role evidence.",2,False,1,0,45000.000000,0.000000,1,0,0,False
100000007863304100,peripheral,0.200000,10,0.247890,"Observed 1 payers, 0 recipients, 25,000 KZT in; insufficient role evidence.",3,False,1,0,25000.000000,0.000000,1,0,0,False
100000007864477100,peripheral,0.200000,0,0.376456,"Observed 2 payers, 6 recipients, 76,000 KZT in; insufficient role evidence.",3,False,2,6,76000.000000,203500.000000,2,10,0,False
100000007865484100,peripheral,0.100000,65,0.170122,"Depth 4 boundary: 584,600 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,584600.000000,0.000000,2,0,0,True
100000007867364100,peripheral,0.100000,43,0.162192,"Depth 4 boundary: 41,852 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,41852.000000,0.000000,1,0,0,True
100000007898453100,peripheral,0.200000,2,0.411242,"Observed 1 payers, 2 recipients, 24,750 KZT in; insufficient role evidence.",2,False,1,2,24750.000000,320000.000000,1,2,0,False
100000007908818100,coordinator,0.820000,2,0.723474,"Observed 2 seed payers, 4 payers, 6 recipients; coordination hypothesis.",1,False,4,6,727475.000000,302000.000000,4,13,2,False
100000007930878100,peripheral,0.200000,23,0.252813,"Observed 1 payers, 0 recipients, 5,000 KZT in; insufficient role evidence.",2,False,1,0,5000.000000,0.000000,1,0,0,False
100000007938486100,peripheral,0.200000,22,0.355966,"Observed 1 payers, 0 recipients, 39,500 KZT in; insufficient role evidence.",1,False,1,0,39500.000000,0.000000,1,0,1,False
100000007939160100,peripheral,0.200000,23,0.426308,"Observed 1 payers, 2 recipients, 795,000 KZT in; insufficient role evidence.",1,False,1,2,795000.000000,14300.000000,2,2,1,False
100000007953156100,peripheral,0.200000,40,0.249891,"Observed 1 payers, 1 recipients, 18,000 KZT in; insufficient role evidence.",2,False,1,1,18000.000000,10000.000000,1,1,0,False
100000007960337100,peripheral,0.100000,8,0.140448,"Depth 4 boundary: 35,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,35500.000000,0.000000,1,0,0,True
100000007982728100,peripheral,0.200000,41,0.243301,"Observed 0 payers, 8 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,8,0.000000,1804384.000000,0,12,0,False
100000007982908100,peripheral,0.200000,22,0.285067,"Observed 1 payers, 0 recipients, 31,080 KZT in; insufficient role evidence.",2,False,1,0,31080.000000,0.000000,1,0,0,False
100000007988344100,peripheral,0.100000,0,0.154371,"Depth 4 boundary: 20,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,20000.000000,0.000000,3,0,0,True
100000007997939100,peripheral,0.100000,4,0.149808,"Depth 4 boundary: 13,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,13000.000000,0.000000,1,0,0,True
100000007998965100,peripheral,0.200000,11,0.371465,"Observed 5 payers, 1 recipients, 278,000 KZT in; insufficient role evidence.",2,False,5,1,278000.000000,26000.000000,7,3,0,False
100000007999728100,peripheral,0.200000,40,0.246609,"Observed 1 payers, 0 recipients, 23,250 KZT in; insufficient role evidence.",3,False,1,0,23250.000000,0.000000,1,0,0,False
100000008002020100,peripheral,0.200000,7,0.370672,"Observed 1 payers, 1 recipients, 73,860 KZT in; insufficient role evidence.",1,False,1,1,73860.000000,17000.000000,1,1,1,False
100000008003034100,peripheral,0.200000,12,0.484338,"Observed 1 payers, 4 recipients, 12,201 KZT in; insufficient role evidence.",1,False,1,4,12201.000000,135000.000000,1,4,1,False
100000008008463100,peripheral,0.200000,41,0.361544,"Observed 1 payers, 0 recipients, 54,180 KZT in; insufficient role evidence.",2,False,1,0,54180.000000,0.000000,1,0,0,False
100000008011159100,peripheral,0.200000,66,0.347474,"Observed 3 payers, 5 recipients, 363,000 KZT in; insufficient role evidence.",2,False,3,5,363000.000000,153037.000000,6,5,0,False
100000008011573100,peripheral,0.200000,28,0.238872,"Observed 1 payers, 0 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,0,15000.000000,0.000000,1,0,0,False
100000008027922100,peripheral,0.100000,29,0.147640,"Depth 4 boundary: 70,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,70000.000000,0.000000,1,0,0,True
100000008028628100,peripheral,0.200000,22,0.362509,"Observed 1 payers, 0 recipients, 57,224 KZT in; insufficient role evidence.",1,False,1,0,57224.000000,0.000000,1,0,1,False
100000008029279100,peripheral,0.200000,8,0.241082,"Observed 1 payers, 0 recipients, 17,000 KZT in; insufficient role evidence.",3,False,1,0,17000.000000,0.000000,1,0,0,False
100000008038077100,terminal,0.538902,10,0.368552,"Observed 499,850 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,499850.000000,0.000000,2,0,0,False
100000008042075100,peripheral,0.200000,21,0.252813,"Observed 1 payers, 0 recipients, 5,000 KZT in; insufficient role evidence.",3,False,1,0,5000.000000,0.000000,1,0,0,False
100000008043184100,peripheral,0.200000,28,0.260325,"Observed 1 payers, 0 recipients, 50,564 KZT in; insufficient role evidence.",3,False,1,0,50564.000000,0.000000,1,0,0,False
100000008050986100,peripheral,0.100000,10,0.150875,"Depth 4 boundary: 95,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,95000.000000,0.000000,2,0,0,True
100000008055972100,peripheral,0.200000,22,0.283412,"Observed 1 payers, 0 recipients, 28,300 KZT in; insufficient role evidence.",3,False,1,0,28300.000000,0.000000,1,0,0,False
100000008060273100,peripheral,0.200000,2,0.331715,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",2,False,1,0,10000.000000,0.000000,2,0,0,False
100000008066326100,peripheral,0.200000,0,0.343340,"Observed 1 payers, 0 recipients, 19,320 KZT in; insufficient role evidence.",1,False,1,0,19320.000000,0.000000,1,0,1,False
100000008070101100,terminal,0.515051,4,0.368708,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,100000.000000,0.000000,1,0,0,False
100000008071620100,peripheral,0.200000,0,0.359023,"Observed 1 payers, 0 recipients, 46,968 KZT in; insufficient role evidence.",1,False,1,0,46968.000000,0.000000,1,0,1,False
100000008071749100,peripheral,0.100000,18,0.136710,"Depth 4 boundary: 24,943 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,24943.000000,0.000000,1,0,0,True
100000008074304100,peripheral,0.100000,10,0.120697,"Depth 4 boundary: 5,500 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5500.000000,0.000000,1,0,0,True
100000008077552100,terminal,0.524846,8,0.350765,"Observed 214,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,214000.000000,0.000000,1,0,0,False
100000008086440100,transit,0.557578,0,0.446016,"Observed 199,733 KZT in, 161,300 KZT out, ratio 0.81; transit hypothesis, timing untested.",3,False,1,5,199733.000000,161300.000000,1,6,0,False
100000008088082100,peripheral,0.200000,12,0.370334,"Observed 1 payers, 1 recipients, 39,138 KZT in; insufficient role evidence.",3,False,1,1,39138.000000,50000.000000,1,1,0,False
100000008094734100,terminal,0.526333,0,0.557957,"Observed 236,249 KZT from 4 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,4,0,236249.000000,0.000000,4,0,2,False
100000008097580100,peripheral,0.200000,8,0.269277,"Observed 2 payers, 0 recipients, 32,000 KZT in; insufficient role evidence.",3,False,2,0,32000.000000,0.000000,4,0,0,False
100000008104567100,peripheral,0.200000,18,0.300297,"Observed 3 payers, 3 recipients, 53,550 KZT in; insufficient role evidence.",2,False,3,3,53550.000000,40000.000000,3,4,0,False
100000008106997100,peripheral,0.200000,0,0.312553,"Observed 2 payers, 1 recipients, 35,600 KZT in; insufficient role evidence.",2,False,2,1,35600.000000,20600.000000,2,1,0,False
100000008111003100,peripheral,0.200000,0,0.375023,"Observed 6 payers, 1 recipients, 222,716 KZT in; insufficient role evidence.",2,False,6,1,222716.000000,35000.000000,9,1,0,False
100000008116374100,peripheral,0.200000,16,0.418515,"Observed 1 payers, 0 recipients, 31,284 KZT in; insufficient role evidence.",1,False,1,0,31284.000000,0.000000,1,0,1,False
100000008117324100,peripheral,0.200000,86,0.036667,"Observed 0 payers, 0 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,0,0.000000,0.000000,0,0,0,False
100000008121806100,peripheral,0.200000,8,0.331131,"Observed 1 payers, 4 recipients, 67,000 KZT in; insufficient role evidence.",3,False,1,4,67000.000000,248509.000000,1,6,0,False
100000008129393100,peripheral,0.200000,83,0.365048,"Observed 1 payers, 0 recipients, 10,000 KZT in; insufficient role evidence.",1,False,1,0,10000.000000,0.000000,1,0,1,False
100000008130868100,peripheral,0.100000,24,0.135750,"Depth 4 boundary: 22,782 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,22782.000000,0.000000,1,0,0,True
100000008136608100,peripheral,0.100000,18,0.157039,"Depth 4 boundary: 170,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,170000.000000,0.000000,1,0,0,True
100000008137435100,peripheral,0.200000,29,0.439612,"Observed 2 payers, 6 recipients, 93,906 KZT in; insufficient role evidence.",1,False,2,6,93906.000000,1419700.000000,2,7,1,False
100000008141170100,peripheral,0.200000,16,0.333397,"Observed 1 payers, 0 recipients, 11,000 KZT in; insufficient role evidence.",2,False,1,0,11000.000000,0.000000,1,0,0,False
100000008144528100,consolidator,0.805000,16,0.581318,"Observed 5 payers, 1,068,203 KZT in, 0% onward; consolidation hypothesis.",2,False,5,0,1068202.600000,0.000000,13,0,0,False
100000008151098100,peripheral,0.100000,14,0.138665,"Depth 4 boundary: 30,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,30000.000000,0.000000,1,0,0,True
100000008165763100,transit,0.662471,2,0.680155,"Observed 1,165,815 KZT in, 1,267,858 KZT out, ratio 1.09; transit hypothesis, timing untested.",1,False,15,17,1165815.000000,1267858.000000,26,17,1,False
100000008168850100,peripheral,0.100000,10,0.158100,"Depth 4 boundary: 187,910 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,187910.000000,0.000000,2,0,0,True
100000008169544100,peripheral,0.200000,16,0.487880,"Observed 1 payers, 4 recipients, 137,104 KZT in; insufficient role evidence.",1,False,1,4,137104.000000,42800.000000,2,7,1,False
100000008172352100,peripheral,0.200000,42,0.420810,"Observed 3 payers, 7 recipients, 90,265 KZT in; insufficient role evidence.",1,False,3,7,90265.000000,289510.000000,3,8,1,False
100000008172721100,peripheral,0.100000,8,0.156935,"Depth 4 boundary: 168,335 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,168335.000000,0.000000,1,0,0,True
100000008173359100,peripheral,0.200000,16,0.389685,"Observed 1 payers, 0 recipients, 6,110 KZT in; insufficient role evidence.",1,False,1,0,6110.000000,0.000000,1,0,1,False
100000008174521100,peripheral,0.200000,16,0.368884,"Observed 1 payers, 0 recipients, 82,110 KZT in; insufficient role evidence.",2,False,1,0,82110.000000,0.000000,1,0,0,False
100000008175078100,peripheral,0.100000,20,0.182306,"Depth 4 boundary: 1,846,711 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,1846711.000000,0.000000,15,0,0,True
100000008183752100,peripheral,0.100000,46,0.154982,"Depth 4 boundary: 140,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,140000.000000,0.000000,1,0,0,True
100000008188026100,peripheral,0.200000,3,0.503034,"Observed 2 payers, 4 recipients, 86,468 KZT in; insufficient role evidence.",1,False,2,4,86468.000000,337983.170000,5,4,1,False
100000008190411100,peripheral,0.100000,4,0.178678,"Depth 4 boundary: 198,450 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,198450.000000,0.000000,12,0,0,True
100000008190442100,peripheral,0.200000,22,0.269680,"Observed 1 payers, 0 recipients, 13,000 KZT in; insufficient role evidence.",3,False,1,0,13000.000000,0.000000,1,0,0,False
100000008192264100,transit,0.595833,10,0.373683,"Observed 162,810 KZT in, 187,910 KZT out, ratio 1.15; transit hypothesis, timing untested.",3,False,1,1,162810.000000,187910.000000,1,2,0,False
100000008193258100,peripheral,0.200000,28,0.273225,"Observed 1 payers, 1 recipients, 75,000 KZT in; insufficient role evidence.",3,False,1,1,75000.000000,30000.000000,2,1,0,False
100000008193577100,peripheral,0.200000,9,0.451122,"Observed 2 payers, 5 recipients, 154,300 KZT in; insufficient role evidence.",1,False,2,5,154300.000000,480180.000000,6,16,1,False
100000008200810100,terminal,0.537983,24,0.367468,"Observed 475,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,475000.000000,0.000000,1,0,0,False
100000008205000100,peripheral,0.200000,87,0.036667,"Observed 0 payers, 0 recipients, 0 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,0,0,0.000000,0.000000,0,0,0,False
100000008205937100,peripheral,0.200000,12,0.353830,"Observed 1 payers, 0 recipients, 35,000 KZT in; insufficient role evidence.",2,False,1,0,35000.000000,0.000000,3,0,0,False
100000008213966100,peripheral,0.200000,15,0.333796,"Observed 3 payers, 1 recipients, 187,004 KZT in; insufficient role evidence.",2,False,3,1,187004.000000,436900.000000,7,8,0,False
100000008219168100,peripheral,0.200000,1,0.361222,"Observed 1 payers, 0 recipients, 53,200 KZT in; insufficient role evidence.",1,False,1,0,53200.000000,0.000000,2,0,1,False
100000008221543100,terminal,0.540377,28,0.453972,"Observed 542,000 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",1,False,2,0,542000.000000,0.000000,2,0,1,False
100000008221765100,peripheral,0.100000,10,0.156153,"Depth 4 boundary: 156,354 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,156354.000000,0.000000,1,0,0,True
100000008223661100,peripheral,0.200000,4,0.378953,"Observed 2 payers, 5 recipients, 202,000 KZT in; insufficient role evidence.",3,False,2,5,202000.000000,262580.000000,2,5,0,False
100000008223756100,terminal,0.531758,8,0.376912,"Observed 331,682 KZT from 2 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,2,0,331682.000000,0.000000,2,0,0,False
100000008229700100,peripheral,0.200000,7,0.351516,"Observed 1 payers, 1 recipients, 23,500 KZT in; insufficient role evidence.",1,False,1,1,23500.000000,7200.000000,1,1,1,False
100000008232832100,peripheral,0.200000,51,0.466538,"Observed 1 payers, 1 recipients, 337,000 KZT in; insufficient role evidence.",1,False,1,1,337000.000000,138000.000000,2,1,1,False
100000008237827100,peripheral,0.200000,2,0.422855,"Observed 1 payers, 0 recipients, 40,001 KZT in; insufficient role evidence.",1,False,1,0,40001.000000,0.000000,1,0,1,False
100000008238112100,terminal,0.523120,10,0.348319,"Observed 190,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,190000.000000,0.000000,1,0,0,False
100000008238989100,terminal,0.523856,29,0.349372,"Observed 200,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,200000.000000,0.000000,2,0,0,False
100000008244300100,peripheral,0.200000,10,0.377681,"Observed 5 payers, 0 recipients, 65,430 KZT in; insufficient role evidence.",1,False,5,0,65430.000000,0.000000,6,0,1,False
100000008251939100,peripheral,0.100000,18,0.142808,"Depth 4 boundary: 44,360 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,44360.000000,0.000000,1,0,0,True
100000008254069100,peripheral,0.200000,49,0.421380,"Observed 1 payers, 5 recipients, 10,200 KZT in; insufficient role evidence.",2,False,1,5,10200.000000,107500.000000,2,6,0,False
100000008254576100,peripheral,0.200000,38,0.265555,"Observed 1 payers, 1 recipients, 8,000 KZT in; insufficient role evidence.",3,False,1,1,8000.000000,60000.000000,1,1,0,False
100000008255655100,peripheral,0.100000,28,0.120503,"Depth 4 boundary: 5,400 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5400.000000,0.000000,1,0,0,True
100000008258083100,peripheral,0.200000,33,0.359132,"Observed 2 payers, 2 recipients, 3,149,500 KZT in; insufficient role evidence.",2,False,2,2,3149500.000000,2045650.000000,13,6,0,False
100000008258458100,peripheral,0.200000,70,0.338085,"Observed 1 payers, 2 recipients, 19,000 KZT in; insufficient role evidence.",3,False,1,2,19000.000000,1557988.000000,1,4,0,False
100000008259451100,peripheral,0.200000,40,0.261810,"Observed 1 payers, 0 recipients, 55,000 KZT in; insufficient role evidence.",3,False,1,0,55000.000000,0.000000,1,0,0,False
100000008279405100,terminal,0.526235,8,0.352675,"Observed 234,738 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,234738.000000,0.000000,2,0,0,False
100000008283183100,peripheral,0.200000,22,0.283844,"Observed 1 payers, 0 recipients, 29,000 KZT in; insufficient role evidence.",2,False,1,0,29000.000000,0.000000,1,0,0,False
100000008289539100,peripheral,0.200000,3,0.338769,"Observed 1 payers, 0 recipients, 14,912 KZT in; insufficient role evidence.",2,False,1,0,14912.000000,0.000000,1,0,0,False
100000008293431100,peripheral,0.200000,0,0.371924,"Observed 1 payers, 5 recipients, 15,000 KZT in; insufficient role evidence.",3,False,1,5,15000.000000,297000.000000,1,7,0,False
100000008295429100,terminal,0.532757,10,0.361132,"Observed 352,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,352000.000000,0.000000,1,0,0,False
100000008297199100,peripheral,0.200000,0,0.290495,"Observed 1 payers, 0 recipients, 42,268 KZT in; insufficient role evidence.",3,False,1,0,42268.000000,0.000000,1,0,0,False
100000008304115100,peripheral,0.200000,7,0.360477,"Observed 1 payers, 0 recipients, 51,000 KZT in; insufficient role evidence.",1,False,1,0,51000.000000,0.000000,1,0,1,False
100000008304139100,distributor,0.790000,2,0.714922,"Observed 24 recipients vs 4 payers; 1,692,997 KZT sent; distribution hypothesis.",1,False,4,24,189329.750000,1692997.000000,4,43,1,False
100000008306857100,terminal,0.517609,24,0.339825,"Observed 125,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,125000.000000,0.000000,1,0,0,False
100000008308418100,peripheral,0.100000,0,0.164076,"Depth 4 boundary: 50,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,50000.000000,0.000000,1,0,0,True
100000008309514100,peripheral,0.200000,22,0.274622,"Observed 1 payers, 0 recipients, 17,200 KZT in; insufficient role evidence.",3,False,1,0,17200.000000,0.000000,1,0,0,False
100000008314203100,peripheral,0.200000,51,0.278653,"Observed 2 payers, 2 recipients, 382,076 KZT in; insufficient role evidence. Seed inflows incomplete.",0,True,2,2,382076.000000,327000.000000,10,13,2,False
100000008314863100,peripheral,0.200000,2,0.334933,"Observed 1 payers, 0 recipients, 12,000 KZT in; insufficient role evidence.",3,False,1,0,12000.000000,0.000000,1,0,0,False
100000008321975100,peripheral,0.100000,32,0.121441,"Depth 4 boundary: 5,900 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,5900.000000,0.000000,1,0,0,True
100000008324800100,transit,0.720560,85,0.446887,"Observed 526,500 KZT in, 511,000 KZT out, ratio 0.97; transit hypothesis, timing untested.",2,False,3,1,526500.000000,511000.000000,17,13,0,False
100000008327791100,peripheral,0.100000,28,0.128038,"Depth 4 boundary: 11,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,11000.000000,0.000000,1,0,0,True
100000008331280100,peripheral,0.100000,14,0.141974,"Depth 4 boundary: 41,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,41000.000000,0.000000,2,0,0,True
100000008332511100,terminal,0.515051,24,0.335374,"Observed 100,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",3,False,1,0,100000.000000,0.000000,1,0,0,False
100000008333492100,peripheral,0.100000,60,0.159595,"Depth 4 boundary: 216,400 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,216400.000000,0.000000,1,0,0,True
100000008335401100,terminal,0.519897,18,0.343501,"Observed 150,000 KZT from 1 payers, 0 qualifying outflows; possible terminal, external flows unknown.",2,False,1,0,150000.000000,0.000000,3,0,0,False
100000008336318100,peripheral,0.100000,4,0.177039,"Depth 4 boundary: 170,000 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,170000.000000,0.000000,1,0,0,True
100000008337304100,peripheral,0.100000,8,0.151982,"Depth 4 boundary: 105,465 KZT observed in, 1 payers; onward transfers unobserved.",4,False,1,0,105465.000000,0.000000,2,0,0,True
